Date,A,B
15-Apr-15,8750.2,1262.0
16-Apr-15,8706.7,1265.8
17-Apr-15,8606,1273.0
20-Apr-15,8448.1,1276.3
21-Apr-15,8377.7,1267.5
22-Apr-15,8429.7,1269.8
23-Apr-15,8398.3,1293.0
24-Apr-15,8305.2,1312.5
27-Apr-15,8213.8,1313.5
28-Apr-15,8285.6,1318.5
29-Apr-15,8239.7,1316.8
30-Apr-15,8181.5,1311.8
4-May-15,8331.9,1317.5
5-May-15,8324.8,1315.0
6-May-15,8097,1327.5
7-May-15,8057.3,1326.5
8-May-15,8191.5,1317.5
11-May-15,8325.2,1319.3
12-May-15,8126.9,1313.0
13-May-15,8235.4,1323.0
14-May-15,8224.2,1322.8
15-May-15,8262.3,1340.3
18-May-15,8373.6,1335.0
19-May-15,8365.6,1306.0
20-May-15,8423.2,1310.0
21-May-15,8421,1301.0
22-May-15,8458.9,1302.5
25-May-15,8370.2,1307.3
26-May-15,8339.3,1311.5
27-May-15,8334.6,1310.3
28-May-15,8319,1308.0
29-May-15,8433.6,1292.8
1-Jun-15,8433.4,1294.8
2-Jun-15,8236.4,1304.5
3-Jun-15,8135.1,1299.3
4-Jun-15,8130.6,1294.5
5-Jun-15,8114.7,1285.3
8-Jun-15,8044.1,1291.3
9-Jun-15,8022.4,1290.5
10-Jun-15,8124.4,1284.8
11-Jun-15,7965.3,1306.5
12-Jun-15,7982.9,1305.3
15-Jun-15,8013.9,1309.8
16-Jun-15,8047.3,1307.3
17-Jun-15,8091.5,1315.8
18-Jun-15,8174.6,1312.0
19-Jun-15,8224.9,1313.5
22-Jun-15,8353.1,1296.0
23-Jun-15,8381.5,1296.8
24-Jun-15,8360.8,1296.5
25-Jun-15,8398,1295.0
26-Jun-15,8381.1,1275.3
29-Jun-15,8318.4,1277.3
30-Jun-15,8368.5,1277.3
1-Jul-15,8453,1286.0
2-Jul-15,8444.9,1282.8
3-Jul-15,8484.9,1292.0
6-Jul-15,8522.1,1285.8
7-Jul-15,8510.8,1286.5
8-Jul-15,8363,1267.0
9-Jul-15,8328.5,1265.5
10-Jul-15,8360.5,1271.5
13-Jul-15,8459.6,1266.0
14-Jul-15,8454.1,1259.0
15-Jul-15,8523.8,1255.8
16-Jul-15,8608,1251.0
17-Jul-15,8609.8,1241.3
20-Jul-15,8603.4,1231.5
21-Jul-15,8529.4,1234.3
22-Jul-15,8633.5,1232.3
23-Jul-15,8589.8,1236.0
24-Jul-15,8521.5,1220.5
27-Jul-15,8361,1219.8
28-Jul-15,8337,1213.5
29-Jul-15,8375,1222.0
30-Jul-15,8421.8,1217.3
31-Jul-15,8532.8,1213.8
3-Aug-15,8543,1213.8
4-Aug-15,8516.9,1219.5
5-Aug-15,8567.9,1216.5
6-Aug-15,8588.6,1216.5
7-Aug-15,8564.6,1211.8
10-Aug-15,8525.6,1195.0
11-Aug-15,8462.3,1195.8
12-Aug-15,8349.4,1210.5
13-Aug-15,8355.8,1217.0
14-Aug-15,8518.5,1226.8
17-Aug-15,8477.3,1219.0
18-Aug-15,8466.5,1229.0
19-Aug-15,8495.1,1234.8
20-Aug-15,8372.7,1237.5
21-Aug-15,8299.9,1237.8
24-Aug-15,7809,1234.3
25-Aug-15,7880.7,1244.5
26-Aug-15,7791.8,1250.3
27-Aug-15,7948.9,1243.8
28-Aug-15,8001.9,1232.8
31-Aug-15,7971.3,1232.8
1-Sep-15,7785.8,1228.8
2-Sep-15,7717,1229.3
3-Sep-15,7823,1223.5
4-Sep-15,7655,1202.0
7-Sep-15,7558.8,1164.3
8-Sep-15,7688.2,1167.8
9-Sep-15,7818.6,1166.5
10-Sep-15,7788.1,1142.0
11-Sep-15,7789.3,1145.0
14-Sep-15,7872.2,1154.5
15-Sep-15,7829.1,1162.0
16-Sep-15,7899.1,1156.5
18-Sep-15,7981.9,1164.5
21-Sep-15,7977.1,1161.8
22-Sep-15,7812,1169.0
23-Sep-15,7845.9,1182.5
24-Sep-15,7868.5,1192.8
28-Sep-15,7795.7,1196.0
29-Sep-15,7843.3,1190.0
30-Sep-15,7948.9,1203.8
1-Oct-15,7950.9,1197.5
5-Oct-15,8119.3,1199.0
6-Oct-15,8152.9,1197.5
7-Oct-15,8177.4,1194.8
8-Oct-15,8129.3,1182.8
9-Oct-15,8189.7,1194.0
12-Oct-15,8143.6,1195.0
13-Oct-15,8131.7,1204.8
14-Oct-15,8107.9,1209.0
15-Oct-15,8179.5,1194.0
16-Oct-15,8238.1,1193.0
19-Oct-15,8275,1227.0
20-Oct-15,8261.6,1229.0
21-Oct-15,8251.7,1216.3
23-Oct-15,8295.4,1217.0
26-Oct-15,8260.5,1209.3
27-Oct-15,8232.9,1202.5
28-Oct-15,8171.2,1195.8
29-Oct-15,8111.7,1199.0
30-Oct-15,8065.8,1195.5
2-Nov-15,8050.8,1195.3
3-Nov-15,8060.7,1175.8
4-Nov-15,8040.2,1175.8
5-Nov-15,7955.4,1175.8
6-Nov-15,7954.3,1175.8
9-Nov-15,7915.2,1185.5
10-Nov-15,7783.3,1206.0
11-Nov-15,7825,1206.0
13-Nov-15,7762.2,1206.0
16-Nov-15,7806.6,1172.0
17-Nov-15,7837.5,1200.0
18-Nov-15,7731.8,1210.3
19-Nov-15,7842.7,1210.5
20-Nov-15,7856.5,1215.5
23-Nov-15,7849.2,1217.8
24-Nov-15,7831.6,1226.5
26-Nov-15,7883.8,1231.5
27-Nov-15,7942.7,1235.0
30-Nov-15,7935.2,1259.0
1-Dec-15,7954.9,1277.5
2-Dec-15,7931.3,1273.8
3-Dec-15,7864.1,1288.8
4-Dec-15,7781.9,1293.5
7-Dec-15,7765.4,1295.8
8-Dec-15,7701.7,1294.8
9-Dec-15,7612.5,1281.3
10-Dec-15,7683.3,1288.5
11-Dec-15,7610.4,1288.0
14-Dec-15,7650,1268.8
15-Dec-15,7700.9,1260.3
16-Dec-15,7750.9,1272.5
17-Dec-15,7844.3,1264.3
18-Dec-15,7761.9,1268.5
21-Dec-15,7834.4,1259.3
22-Dec-15,7786.1,1241.0
23-Dec-15,7865.9,1238.5
24-Dec-15,7861,1234.5
28-Dec-15,7925.1,1223.8
29-Dec-15,7928.9,1222.5
30-Dec-15,7896.2,1232.5
31-Dec-15,7946.3,1229.3
1-Jan-16,7963.2,1209.5
4-Jan-16,7791.3,1206.0
5-Jan-16,7784.6,1209.5
6-Jan-16,7741,1208.3
7-Jan-16,7568.3,1204.5
8-Jan-16,7601.3,1192.5
11-Jan-16,7563.8,1204.8
12-Jan-16,7510.3,1208.3
13-Jan-16,7562.4,1214.0
14-Jan-16,7536.8,1212.5
15-Jan-16,7437.8,1212.8
18-Jan-16,7351,1199.5
19-Jan-16,7435.1,1202.0
20-Jan-16,7309.3,1175.8
21-Jan-16,7276.8,1168.5
22-Jan-16,7422.4,1162.0
25-Jan-16,7436.1,1150.0
27-Jan-16,7437.7,1152.3
28-Jan-16,7424.6,1152.0
29-Jan-16,7563.5,1150.8
1-Feb-16,7555.9,1150.8
2-Feb-16,7455.5,1147.3
3-Feb-16,7361.8,1166.0
4-Feb-16,7404,1183.1
5-Feb-16,7489.1,1186.3
8-Feb-16,7387.2,1191.5
9-Feb-16,7298.2,1195.6
10-Feb-16,7215.7,1203.2
11-Feb-16,6976.3,1195.8
12-Feb-16,6980.9,1185.5
15-Feb-16,7162.9,1187.0
16-Feb-16,7048.2,1197.0
17-Feb-16,7108.4,1198.5
18-Feb-16,7191.7,1198.5
19-Feb-16,7210.7,1198.5
22-Feb-16,7234.5,1211.0
23-Feb-16,7109.5,1207.3
24-Feb-16,7018.7,1194.8
25-Feb-16,6970.6,1207.4
26-Feb-16,7029.7,1198.9
29-Feb-16,6987,1194.8
1-Mar-16,7222.3,1192.9
2-Mar-16,7368.8,1204.4
3-Mar-16,7475.6,1203.4
4-Mar-16,7485.3,1196.5
8-Mar-16,7485.3,1195.3
9-Mar-16,7531.8,1189.3
10-Mar-16,7486.1,1185.8
11-Mar-16,7510.2,1183.0
14-Mar-16,7538.7,1200.0
15-Mar-16,7460.6,1209.0
16-Mar-16,7498.7,1209.0
17-Mar-16,7512.5,1180.3
18-Mar-16,7604.3,1176.0
21-Mar-16,7704.2,1176.0
22-Mar-16,7714.9,1197.0
23-Mar-16,7716.5,1194.3
28-Mar-16,7615.1,1187.0
29-Mar-16,7597,1186.0
30-Mar-16,7735.2,1189.3
31-Mar-16,7738.4,1191.5
1-Apr-16,7713,1210.5
4-Apr-16,7758.8,1225.0
5-Apr-16,7603.2,1220.5
6-Apr-16,7614.3,1223.5
7-Apr-16,7546.4,1214.3
8-Apr-16,7555.2,1210.5
11-Apr-16,7671.4,1205.0
12-Apr-16,7708.9,1204.1
13-Apr-16,7850.4,1204.1
18-Apr-16,7914.7,1185.4
20-Apr-16,7914.7,1185.9
21-Apr-16,7912,1185.0
22-Apr-16,7899.3,1191.4
25-Apr-16,7855,1199.9
26-Apr-16,7962.6,1192.8
27-Apr-16,7979.9,1190.0
28-Apr-16,7847.2,1176.0
29-Apr-16,7849.8,1164.6
2-May-16,7805.9,1172.8
3-May-16,7747,1177.4
4-May-16,7706.5,1188.5
5-May-16,7735.5,1178.5
6-May-16,7733.4,1182.8
9-May-16,7866,1181.4
10-May-16,7887.8,1177.8
11-May-16,7848.8,1178.0
12-May-16,7900.4,1201.9
13-May-16,7814.9,1203.4
16-May-16,7860.7,1185.5
17-May-16,7890.7,1178.0
18-May-16,7870.1,1173.8
19-May-16,7783.4,1172.7
20-May-16,7749.7,1170.5
23-May-16,7731,1176.0
24-May-16,7748.8,1171.0
25-May-16,7934.9,1168.0
26-May-16,8069.6,1165.3
27-May-16,8156.6,1168.0
30-May-16,8178.5,1166.0
31-May-16,8160.1,1156.3
1-Jun-16,8179.9,1158.5
2-Jun-16,8218.9,1164.3
3-Jun-16,8220.8,1159.3
6-Jun-16,8201,1154.0
7-Jun-16,8266.4,1157.4
8-Jun-16,8273,1147.4
9-Jun-16,8203.6,1144.4
10-Jun-16,8170,1132.8
13-Jun-16,8110.6,1104.6
14-Jun-16,8108.8,1105.6
15-Jun-16,8206.6,1088.6
16-Jun-16,8140.7,1097.4
17-Jun-16,8170.2,1080.8
20-Jun-16,8238.5,1100.0
21-Jun-16,8219.9,1096.2
22-Jun-16,8203.7,1090.3
23-Jun-16,8270.4,1087.5
24-Jun-16,8088.6,1098.4
27-Jun-16,8094.7,1091.9
28-Jun-16,8127.8,1090.7
29-Jun-16,8204,1085.1
30-Jun-16,8287.7,1089.8
1-Jul-16,8328.3,1093.5
4-Jul-16,8370.7,1097.0
5-Jul-16,8335.9,1108.3
7-Jul-16,8337.9,1119.0
8-Jul-16,8323.2,1116.8
11-Jul-16,8467.9,1118.3
12-Jul-16,8521,1118.8
13-Jul-16,8519.5,1111.5
14-Jul-16,8565,1126.2
15-Jul-16,8541.4,1147.7
18-Jul-16,8508.7,1156.5
19-Jul-16,8528.5,1166.5
20-Jul-16,8565.8,1137.5
21-Jul-16,8510.1,1120.8
22-Jul-16,8541.2,1119.0
25-Jul-16,8635.6,1135.0
26-Jul-16,8590.6,1135.0
27-Jul-16,8615.8,1142.3
28-Jul-16,8666.3,1137.8
29-Jul-16,8638.5,1128.0
1-Aug-16,8636.5,1118.3
2-Aug-16,8622.9,1119.5
3-Aug-16,8544.8,1121.2
4-Aug-16,8551.1,1109.9
5-Aug-16,8683.1,1109.5
8-Aug-16,8711.3,1100.3
9-Aug-16,8678.2,1104.8
10-Aug-16,8575.3,1106.0
11-Aug-16,8592.1,1117.6
12-Aug-16,8672.1,1117.5
16-Aug-16,8642.5,1141.5
17-Aug-16,8624,1133.3
18-Aug-16,8673.2,1122.9
19-Aug-16,8666.9,1131.4
22-Aug-16,8629.1,1154.5
23-Aug-16,8632.6,1146.7
24-Aug-16,8650.3,1131.1
25-Aug-16,8592.2,1132.1
26-Aug-16,8572.5,1114.0
29-Aug-16,8607.4,1119.0
30-Aug-16,8744.3,1140.8
31-Aug-16,8786.2,1139.8
1-Sep-16,8774.6,1147.5
2-Sep-16,8809.6,1144.6
6-Sep-16,8943,1140.0
7-Sep-16,8917.9,1151.6
8-Sep-16,8952.5,1164.9
9-Sep-16,8866.7,1165.2
12-Sep-16,8715.6,1173.9
14-Sep-16,8726.6,1184.3
15-Sep-16,8742.5,1180.9
16-Sep-16,8779.8,1175.4
19-Sep-16,8808.4,1177.8
20-Sep-16,8775.9,1167.1
21-Sep-16,8777.1,1167.0
22-Sep-16,8867.4,1161.3
23-Sep-16,8831.5,1166.4
26-Sep-16,8723,1165.7
27-Sep-16,8706.4,1179.6
28-Sep-16,8745.1,1148.6
29-Sep-16,8591.2,1142.4
30-Sep-16,8611.1,1134.0
3-Oct-16,8738.1,1123.1
4-Oct-16,8769.1,1114.7
5-Oct-16,8743.9,1106.3
6-Oct-16,8709.5,1088.9
7-Oct-16,8697.6,1089.6
10-Oct-16,8708.8,1087.1
13-Oct-16,8573.3,1085.9
14-Oct-16,8583.4,1087.4
17-Oct-16,8520.4,1081.5
18-Oct-16,8677.9,1084.8
19-Oct-16,8659.1,1079.2
20-Oct-16,8699.4,1067.8
21-Oct-16,8693,1082.6
24-Oct-16,8708.9,1081.8
25-Oct-16,8691.3,1070.5
26-Oct-16,8615.2,1076.4
27-Oct-16,8615.2,1068.0
28-Oct-16,8638,1071.0
30-Oct-16,8625.7,1057.4
1-Nov-16,8626.2,1061.9
2-Nov-16,8514,1065.4
3-Nov-16,8484.9,1055.4
4-Nov-16,8433.7,1055.5
7-Nov-16,8497,1079.3
8-Nov-16,8543.5,1075.8
9-Nov-16,8432,1072.1
10-Nov-16,8525.7,1081.0
11-Nov-16,8296.3,1071.0
15-Nov-16,8108.4,1072.5
16-Nov-16,8111.6,1068.3
17-Nov-16,8079.9,1061.5
18-Nov-16,8074.1,1075.3
21-Nov-16,7929.1,1049.4
22-Nov-16,8002.3,1062.5
23-Nov-16,8033.3,1078.8
24-Nov-16,7965.5,1074.9
25-Nov-16,8114.3,1068.3
28-Nov-16,8126.9,1068.3
29-Nov-16,8142.1,1068.3
30-Nov-16,8224.5,1068.3
1-Dec-16,8192.9,1070.1
2-Dec-16,8086.8,1060.0
5-Dec-16,8128.7,1060.0
6-Dec-16,8143.1,1060.0
7-Dec-16,8102,1082.3
8-Dec-16,8246.8,1077.0
9-Dec-16,8261.7,1091.4
12-Dec-16,8170.8,1106.4
13-Dec-16,8221.8,1101.9
14-Dec-16,8182.4,1100.8
15-Dec-16,8153.6,1085.4
16-Dec-16,8139.4,1088.2
19-Dec-16,8104.3,1088.4
20-Dec-16,8082.4,1093.8
21-Dec-16,8061.3,1089.2
22-Dec-16,7979.1,1086.3
23-Dec-16,7985.7,1101.8
26-Dec-16,7908.2,1096.5
27-Dec-16,8032.8,1096.3
28-Dec-16,8034.8,1106.6
29-Dec-16,8103.6,1113.6
30-Dec-16,8185.8,1116.3
2-Jan-17,8179.5,1114.0
3-Jan-17,8192.2,1111.8
4-Jan-17,8190.5,1126.5
5-Jan-17,8273.8,1128.5
6-Jan-17,8243.8,1132.0
9-Jan-17,8236,1156.4
10-Jan-17,8288.6,1150.4
11-Jan-17,8380.6,1193.3
12-Jan-17,8407.2,1191.0
13-Jan-17,8400.3,1190.0
16-Jan-17,8412.8,1241.0
17-Jan-17,8398,1239.8
18-Jan-17,8417,1208.2
19-Jan-17,8435.1,1209.5
20-Jan-17,8349.3,1210.0
23-Jan-17,8391.5,1210.1
24-Jan-17,8475.8,1231.2
25-Jan-17,8602.7,1211.0
27-Jan-17,8641.2,1221.4
30-Jan-17,8632.7,1250.8
31-Jan-17,8561.3,1236.0
1-Feb-17,8716.4,1226.5
2-Feb-17,8734.2,1234.9
3-Feb-17,8740.9,1236.5
6-Feb-17,8801,1239.2
7-Feb-17,8768.3,1250.3
8-Feb-17,8769,1277.5
9-Feb-17,8778.4,1267.9
10-Feb-17,8793.5,1267.0
13-Feb-17,8805,1246.4
14-Feb-17,8792.3,1266.5
15-Feb-17,8724.7,1264.8
16-Feb-17,8778,1242.8
17-Feb-17,8821.7,1232.0
20-Feb-17,8879.2,1228.5
21-Feb-17,8907.8,1266.5
22-Feb-17,8926.9,1252.1
23-Feb-17,8939.5,1244.9
27-Feb-17,8896.7,1252.5
28-Feb-17,8879.6,1217.6
1-Mar-17,8945.8,1221.0
2-Mar-17,8899.7,1221.0
3-Mar-17,8897.5,1221.0
6-Mar-17,8963.4,1226.0
7-Mar-17,8946.9,1236.3
8-Mar-17,8924.3,1237.0
9-Mar-17,8927,1213.6
10-Mar-17,8934.5,1219.8
14-Mar-17,9087,1231.3
15-Mar-17,9084.8,1221.4
16-Mar-17,9153.7,1242.1
17-Mar-17,9160,1239.5
20-Mar-17,9126.8,1254.8
21-Mar-17,9121.5,1254.6
22-Mar-17,9030.4,1245.8
23-Mar-17,9086.3,1233.9
24-Mar-17,9108,1227.1
27-Mar-17,9045.2,1234.3
28-Mar-17,9100.8,1255.4
29-Mar-17,9143.8,1252.0
30-Mar-17,9173.7,1249.3
31-Mar-17,9173.7,1243.3
3-Apr-17,9237.8,1238.9
5-Apr-17,9265.1,1241.7
6-Apr-17,9261.9,1247.4
7-Apr-17,9198.3,1256.0
10-Apr-17,9181.4,1285.7
11-Apr-17,9237,1285.7
12-Apr-17,9203.4,1294.0
13-Apr-17,9150.8,1283.0
17-Apr-17,9139.3,1280.3
18-Apr-17,9105.1,1289.0
19-Apr-17,9103.5,1265.3
20-Apr-17,9136.4,1262.8
21-Apr-17,9119.4,1276.9
24-Apr-17,9217.9,1279.3
25-Apr-17,9306.6,1265.9
26-Apr-17,9351.8,1285.8
27-Apr-17,9342.1,1277.0
28-Apr-17,9304,1272.9
2-May-17,9313.8,1246.3
3-May-17,9311.9,1254.2
4-May-17,9359.9,1245.9
5-May-17,9285.3,1236.9
8-May-17,9314,1220.6
9-May-17,9316.8,1223.9
10-May-17,9407.3,1216.3
11-May-17,9422.4,1216.3
12-May-17,9400.9,1212.1
15-May-17,9445.4,1214.5
16-May-17,9512.2,1212.4
17-May-17,9525.7,1240.5
18-May-17,9429.4,1244.0
19-May-17,9427.9,1241.0
22-May-17,9438.2,1263.0
23-May-17,9386.1,1263.9
24-May-17,9360.5,1275.5
25-May-17,9509.7,1280.8
26-May-17,9595.1,1287.2
29-May-17,9604.9,1283.3
30-May-17,9624.5,1310.8
31-May-17,9621.2,1290.7
1-Jun-17,9616.1,1281.8
2-Jun-17,9653.5,1272.6
5-Jun-17,9675.1,1264.9
6-Jun-17,9637.1,1262.2
7-Jun-17,9663.9,1315.5
8-Jun-17,9647.2,1324.6
9-Jun-17,9668.2,1309.7
12-Jun-17,9616.4,1321.5
13-Jun-17,9606.9,1320.8
14-Jun-17,9618.1,1340.0
15-Jun-17,9578,1350.8
16-Jun-17,9588,1350.8
19-Jun-17,9657.5,1366.3
20-Jun-17,9653.5,1356.7
21-Jun-17,9633.6,1354.3
22-Jun-17,9630,1357.1
23-Jun-17,9574.9,1342.4
27-Jun-17,9511.4,1342.8
28-Jun-17,9491.2,1323.6
29-Jun-17,9504.1,1327.0
30-Jun-17,9520.9,1334.7
3-Jul-17,9615,1330.9
4-Jul-17,9613.3,1315.9
5-Jul-17,9637.6,1321.2
6-Jul-17,9674.5,1320.8
7-Jul-17,9665.8,1313.2
10-Jul-17,9771,1323.0
11-Jul-17,9786,1329.0
12-Jul-17,9816.1,1341.8
13-Jul-17,9891.7,1342.0
14-Jul-17,9886.3,1349.7
17-Jul-17,9915.9,1363.8
18-Jul-17,9827.1,1358.9
19-Jul-17,9899.6,1362.8
20-Jul-17,9873.3,1340.4
21-Jul-17,9915.2,1336.8
24-Jul-17,9966.4,1341.0
25-Jul-17,9964.5,1347.7
26-Jul-17,10020,1355.0
27-Jul-17,10020,1352.2
28-Jul-17,10014,1339.4
31-Jul-17,10077,1344.0
1-Aug-17,10114,1343.4
2-Aug-17,10081,1350.1
3-Aug-17,10013,1346.4
4-Aug-17,10066,1335.9
7-Aug-17,10057,1342.0
8-Aug-17,9978.5,1327.3
9-Aug-17,9908,1321.3
10-Aug-17,9820.2,1318.8
11-Aug-17,9710.8,1318.8
14-Aug-17,9794.1,1318.2
16-Aug-17,9897.3,1309.3
17-Aug-17,9904.1,1309.5
18-Aug-17,9837.4,1324.7
21-Aug-17,9754.3,1326.4
22-Aug-17,9765.5,1337.3
23-Aug-17,9852.5,1348.4
24-Aug-17,9857,1343.4
28-Aug-17,9912.8,1330.9
29-Aug-17,9796,1324.6
30-Aug-17,9884.4,1323.7
31-Aug-17,9917.9,1321.8
1-Sep-17,9974.4,1310.8
4-Sep-17,9912.8,1308.4
5-Sep-17,9952.2,1314.9
6-Sep-17,9916.2,1313.8
7-Sep-17,9929.9,1326.1
8-Sep-17,9934.8,1339.1
11-Sep-17,10006,1338.7
12-Sep-17,10093,1340.5
13-Sep-17,10079,1327.0
14-Sep-17,10086,1322.5
15-Sep-17,10085,1318.1
18-Sep-17,10153,1322.5
19-Sep-17,10147,1313.3
20-Sep-17,10141,1283.3
21-Sep-17,10121,1269.4
22-Sep-17,9964.4,1254.5
25-Sep-17,9872.6,1258.8
26-Sep-17,9871.5,1259.5
27-Sep-17,9735.7,1253.5
28-Sep-17,9768.9,1256.5
29-Sep-17,9788.6,1261.1
3-Oct-17,9859.5,1251.8
4-Oct-17,9914.9,1254.8
5-Oct-17,9888.7,1258.2
6-Oct-17,9979.7,1269.1
9-Oct-17,9988.7,1271.7
10-Oct-17,10016,1266.1
11-Oct-17,9984.8,1265.6
12-Oct-17,10096,1269.4
13-Oct-17,10167,1270.5
16-Oct-17,10230,1266.3
17-Oct-17,10234,1273.0
18-Oct-17,10210,1272.0
19-Oct-17,10146,1288.5
23-Oct-17,10184,1303.8
24-Oct-17,10207,1301.0
25-Oct-17,10295,1302.8
26-Oct-17,10343,1283.1
27-Oct-17,10323,1282.4
30-Oct-17,10363,1281.4
31-Oct-17,10335,1267.5
1-Nov-17,10440,1236.5
2-Nov-17,10423,1213.6
3-Nov-17,10452,1227.0
6-Nov-17,10451,1229.2
7-Nov-17,10350,1226.8
8-Nov-17,10303,1211.0
9-Nov-17,10308,1214.3
10-Nov-17,10321,1212.3
13-Nov-17,10224,1185.4
14-Nov-17,10186,1186.1
15-Nov-17,10118,1187.7
16-Nov-17,10214,1187.0
17-Nov-17,10283,1186.6
20-Nov-17,10298,1178.1
21-Nov-17,10326,1161.9
22-Nov-17,10342,1173.5
23-Nov-17,10348,1162.2
24-Nov-17,10389,1172.5
27-Nov-17,10399,1177.7
28-Nov-17,10370,1171.1
29-Nov-17,10361,1163.6
30-Nov-17,10226,1156.1
1-Dec-17,10121,1158.6
4-Dec-17,10127,1162.3
5-Dec-17,10118,1127.0
6-Dec-17,10044,1131.6
7-Dec-17,10166,1136.3
8-Dec-17,10265,1125.7
11-Dec-17,10322,1133.7
12-Dec-17,10240,1131.4
13-Dec-17,10192,1131.4
14-Dec-17,10252,1131.4
15-Dec-17,10333,1131.4
18-Dec-17,10388,1134.6
19-Dec-17,10463,1145.9
20-Dec-17,10444,1145.9
21-Dec-17,10440,1145.9
22-Dec-17,10493,1151.0
26-Dec-17,10531,1164.3
27-Dec-17,10490,1176.7
28-Dec-17,10477,1175.9
29-Dec-17,10530,1178.5
1-Jan-18,10435.55,1189.5
2-Jan-18,10442.2,1178.6
3-Jan-18,10443.2,1205.1
4-Jan-18,10504.8,1190.4
5-Jan-18,10558.85,1203.0
8-Jan-18,10623.6,1216.1
9-Jan-18,10637,1214.8
10-Jan-18,10632.2,1196.1
11-Jan-18,10651.2,1200.6
12-Jan-18,10681.25,1212.9
15-Jan-18,10741.55,1216.8
16-Jan-18,10700.45,1195.0
17-Jan-18,10788.55,1189.7
18-Jan-18,10817,1184.9
19-Jan-18,10894.7,1192.8
22-Jan-18,10966.2,1212.8
23-Jan-18,11083.7,1203.7
24-Jan-18,11086,1222.0
25-Jan-18,11069.65,1215.2
29-Jan-18,11130.4,1226.8
30-Jan-18,11049.65,1231.0
31-Jan-18,11027.7,1242.1
1-Feb-18,11016.9,1236.8
2-Feb-18,10760.6,1228.3
5-Feb-18,10666.55,1222.3
6-Feb-18,10498.25,1230.8
7-Feb-18,10476.7,1224.4
8-Feb-18,10576.85,1240.6
9-Feb-18,10454.95,1242.0
12-Feb-18,10539.75,1237.3
14-Feb-18,10500.9,1233.2
15-Feb-18,10545.5,1236.7
16-Feb-18,10452.3,1247.9
19-Feb-18,10378.4,1253.7
20-Feb-18,10360.4,1257.2
21-Feb-18,10397.45,1255.6
22-Feb-18,10382.7,1240.4
23-Feb-18,10491.05,1238.1
26-Feb-18,10582.6,1226.5
27-Feb-18,10554.3,1231.0
28-Feb-18,10492.85,1216.7
1-Mar-18,10458.35,1209.2
5-Mar-18,10358.85,1206.6
6-Mar-18,10249.25,1202.7
7-Mar-18,10154.2,1204.2
8-Mar-18,10242.65,1204.6
9-Mar-18,10226.85,1198.8
12-Mar-18,10421.4,1229.4
13-Mar-18,10426.85,1229.6
14-Mar-18,10410.9,1232.4
15-Mar-18,10360.15,1241.6
16-Mar-18,10195.15,1249.1
19-Mar-18,10094.25,1247.5
20-Mar-18,10124.35,1247.5
21-Mar-18,10155.25,1257.6
22-Mar-18,10114.75,1257.3
23-Mar-18,9998.05,1251.1
26-Mar-18,10130.65,1248.8
27-Mar-18,10184.15,1244.9
28-Mar-18,10113.7,1247.3
2-Apr-18,10211.8,1257.7
3-Apr-18,10245,1245.8
4-Apr-18,10128.4,1252.5
5-Apr-18,10325.15,1266.5
6-Apr-18,10331.6,1250.1
9-Apr-18,10379.35,1252.9
10-Apr-18,10402.25,1274.3
11-Apr-18,10417.15,1284.2
12-Apr-18,10458.65,1284.2
13-Apr-18,10480.6,1284.2
16-Apr-18,10528.35,1279.0
17-Apr-18,10548.7,1279.1
18-Apr-18,10526.2,1282.1
19-Apr-18,10565.3,1281.9
20-Apr-18,10564.05,1269.4
23-Apr-18,10584.7,1267.8
24-Apr-18,10614.35,1261.9
25-Apr-18,10570.55,1262.8
26-Apr-18,10617.8,1266.5
27-Apr-18,10692.3,1266.5
30-Apr-18,10739.35,1255.5
2-May-18,10718.05,1250.3
3-May-18,10679.65,1228.5
4-May-18,10618.25,1228.1
7-May-18,10715.5,1229.8
8-May-18,10717.8,1220.4
9-May-18,10741.7,1223.0
10-May-18,10716.55,1223.2
11-May-18,10806.5,1231.3
14-May-18,10806.6,1233.3
15-May-18,10801.85,1234.2
16-May-18,10741.1,1257.4
17-May-18,10682.7,1255.9
18-May-18,10596.4,1252.0
21-May-18,10516.7,1258.9
22-May-18,10536.7,1260.2
23-May-18,10430.35,1252.6
24-May-18,10513.85,1257.0
25-May-18,10605.15,1265.1
28-May-18,10688.65,1265.1
29-May-18,10633.3,1262.7
30-May-18,10614.35,1266.2
31-May-18,10736.15,1264.9
1-Jun-18,10696.2,1275.0
4-Jun-18,10628.5,1280.0
5-Jun-18,10593.15,1293.5
6-Jun-18,10684.65,1291.0
7-Jun-18,10768.35,1273.1
8-Jun-18,10767.65,1266.6
11-Jun-18,10786.95,1266.4
12-Jun-18,10842.85,1262.0
13-Jun-18,10856.7,1275.5
14-Jun-18,10808.05,1254.6
15-Jun-18,10817.7,1255.4
18-Jun-18,10799.85,1248.2
19-Jun-18,10710.45,1242.2
20-Jun-18,10772.05,1242.5
21-Jun-18,10741.1,1250.8
22-Jun-18,10821.85,1255.7
25-Jun-18,10762.45,1245.3
26-Jun-18,10769.15,1249.6
27-Jun-18,10671.4,1248.0
28-Jun-18,10589.1,1243.5
29-Jun-18,10714.3,1242.3
2-Jul-18,10657.3,1229.3
3-Jul-18,10699.9,1223.8
4-Jul-18,10769.9,1220.3
5-Jul-18,10749.75,1224.9
6-Jul-18,10772.65,1215.7
